Year,State,District,Water Level
2019-20,Uttar Pradesh,Ghaziabad,10 to 20 Post Monsoon (in mbgl)
2021-22,Bihar,Gopalganj,0 to 2 Post Monsoon (in mbgl)
2019-20,Kerala,Idukki,2 to 5 Post Monsoon (in mbgl)
2020-21,Tripura,North Tripura,0 to 2 Post Monsoon (in mbgl)
2021-22,Assam,Biswanath,0 to 2 Post Monsoon (in mbgl)
2021-22,Goa,Canacona,2 to 5 Post Monsoon (in mbgl)
2019-20,Madhya Pradesh,Rajgarh,10 to 20 Post Monsoon (in mbgl)
2020-21,Maharashtra,Solapur,2 to 5 Post Monsoon (in mbgl)
2020-21,Karnataka,Bellary,2 to 5 Post Monsoon (in mbgl)
2021-22,Kerala,Kollam,5 to 10 Post Monsoon (in mbgl)
2019-20,Himachal Pradesh,Sirmaur,10 to 20 Post Monsoon (in mbgl)
2021-22,Tamil Nadu,Tiruvarur,0 to 2 Post Monsoon (in mbgl)
2021-22,Telangana,Medak,5 to 10 Post Monsoon (in mbgl)
2021-22,Uttar Pradesh,Mau,0 to 2 Post Monsoon (in mbgl)
2019-20,Karnataka,Bagalkot,2 to 5 Post Monsoon (in mbgl)
2021-22,Jammu and Kashmir,Jammu,2 to 5 Post Monsoon (in mbgl)
2021-22,Madhya Pradesh,Damoh,2 to 5 Post Monsoon (in mbgl)
2020-21,Assam,Dhubri,2 to 5 Post Monsoon (in mbgl)
2019-20,Arunachal Pradesh,Anjaw,2 to 5 Post Monsoon (in mbgl)
2019-20,Gujarat,Gandhinagar,10 to 20 Post Monsoon (in mbgl)
2019-20,Gujarat,Rajkot,5 to 10 Post Monsoon (in mbgl)
2019-20,Jammu and Kashmir,Anantnag,10 to 20 Post Monsoon (in mbgl)
2019-20,Madhya Pradesh,Guna,2 to 5 Post Monsoon (in mbgl)
2021-22,Madhya Pradesh,Mandla,2 to 5 Post Monsoon (in mbgl)
2021-22,West Bengal,Jhargram,2 to 5 Post Monsoon (in mbgl)
2021-22,Chandigarh,Chandigarh,10 to 20 Post Monsoon (in mbgl)
2020-21,Maharashtra,Gondia,2 to 5 Post Monsoon (in mbgl)
2019-20,Assam,Barpeta,2 to 5 Post Monsoon (in mbgl)
2021-22,Jharkhand,Latehar,2 to 5 Post Monsoon (in mbgl)
2019-20,Tamil Nadu,Kanyakumari,2 to 5 Post Monsoon (in mbgl)
2021-22,Madhya Pradesh,Satna,2 to 5 Post Monsoon (in mbgl)
2021-22,Rajasthan,Sri Ganganagar,10 to 20 Post Monsoon (in mbgl)
2021-22,Uttarakhand,Dehradun,>15 Post Monsoon (in mbgl)
2019-20,Karnataka,Uttara Kannada,2 to 5 Post Monsoon (in mbgl)
2020-21,Punjab,Jalandhar,20 to 40 Post Monsoon (in mbgl)
2019-20,Jharkhand,Sahibganj,2 to 5 Post Monsoon (in mbgl)
2021-22,Nagaland,Mokokchung,0 to 2 Post Monsoon (in mbgl)
2021-22,Uttar Pradesh,Sonbhadra,2 to 5 Post Monsoon (in mbgl)
2021-22,Arunachal Pradesh,Anjaw,2 to 5 Post Monsoon (in mbgl)
2021-22,Haryana,Mahendragarh,20 to 40 Post Monsoon (in mbgl)
2021-22,Madhya Pradesh,Shahdol,5 to 10 Post Monsoon (in mbgl)
2019-20,Kerala,Pathanamthitta,5 to 10 Post Monsoon (in mbgl)
2021-22,Assam,Darrang,2 to 5 Post Monsoon (in mbgl)
2020-21,Kerala,Kannur,5 to 10 Post Monsoon (in mbgl)
2020-21,Uttar Pradesh,Moradabad,10 to 20 Post Monsoon (in mbgl)
2021-22,Chhattisgarh,Sukma,2 to 5 Post Monsoon (in mbgl)
2019-20,Telangana,Hyderabad,10 to 20 Post Monsoon (in mbgl)
2021-22,Chhattisgarh,Janjgir-Champa,2 to 5 Post Monsoon (in mbgl)
2019-20,Punjab,Nawanshahr/Sbs Nagar,10 to 20 Post Monsoon (in mbgl)
2019-20,Karnataka,Bangalore Urban,2 to 5 Post Monsoon (in mbgl)
2021-22,Haryana,Jind,20 to 40 Post Monsoon (in mbgl)
2019-20,Uttar Pradesh,Hapur,10 to 20 Post Monsoon (in mbgl)
2019-20,Assam,Dima Hasao,0 to 2 Post Monsoon (in mbgl)
2021-22,Rajasthan,Barmer,20 to 40 Post Monsoon (in mbgl)
2019-20,Haryana,Sirsa,10 to 20 Post Monsoon (in mbgl)
2020-21,Gujarat,Bharuch,2 to 5 Post Monsoon (in mbgl)
2019-20,Telangana,Warangal Rural,2 to 5 Post Monsoon (in mbgl)
2020-21,Andhra Pradesh,Y.S.R. (Kadapa),20 to 40 Post Monsoon (in mbgl)
2020-21,Uttarakhand,Chamoli,10 to 20 Post Monsoon (in mbgl)
2021-22,Uttar Pradesh,Sitapur,2 to 5 Post Monsoon (in mbgl)
2021-22,Assam,East Karbi Anglong,2 to 5 Post Monsoon (in mbgl)
2019-20,Delhi,Central Delhi,2 to 5 Post Monsoon (in mbgl)
2019-20,Maharashtra,Parbhani,5 to 10 Post Monsoon (in mbgl)
2020-21,Bihar,Bhojpur,2 to 5 Post Monsoon (in mbgl)
2021-22,Madhya Pradesh,Chhindwara,5 to 10 Post Monsoon (in mbgl)
2020-21,Kerala,Kottayam,2 to 5 Post Monsoon (in mbgl)
2020-21,Tripura,South Tripura,2 to 5 Post Monsoon (in mbgl)
2020-21,Uttar Pradesh,Banda,0 to 2 Post Monsoon (in mbgl)
2020-21,Maharashtra,Jalna,0 to 2 Post Monsoon (in mbgl)
2020-21,Uttar Pradesh,Shahjahanpur,5 to 10 Post Monsoon (in mbgl)
2021-22,Uttar Pradesh,Pratapgarh,2 to 5 Post Monsoon (in mbgl)
2019-20,Meghalaya,"North Garo
Hills",2 to 5 Post Monsoon (in mbgl)
2019-20,Rajasthan,Baran,2 to 5 Post Monsoon (in mbgl)
2021-22,Jharkhand,Khunti,5 to 10 Post Monsoon (in mbgl)
2019-20,Odisha,Bhadrak,0 to 2 Post Monsoon (in mbgl)
2021-22,Arunachal Pradesh,Changlang,2 to 5 Post Monsoon (in mbgl)
2020-21,Madhya Pradesh,Alirajpur,2 to 5 Post Monsoon (in mbgl)
2020-21,Andaman and Nicobar Islands,Ross Island,0 to 2 Post Monsoon (in mbgl)
2021-22,Uttar Pradesh,Rampur,2 to 5 Post Monsoon (in mbgl)
2020-21,Telangana,Siddipet,10 to 20 Post Monsoon (in mbgl)
2021-22,Assam,Nalbari,2 to 5 Post Monsoon (in mbgl)
2020-21,Telangana,Mahabubnagar,0 to 2 Post Monsoon (in mbgl)
2021-22,Himachal Pradesh,Bilaspur,2 to 5 Post Monsoon (in mbgl)
2019-20,Meghalaya,East Garo Hills,2 to 5 Post Monsoon (in mbgl)
2019-20,Karnataka,Hassan,2 to 5 Post Monsoon (in mbgl)
2021-22,Andhra Pradesh,Srikakulam,0 to 2 Post Monsoon (in mbgl)
2019-20,Maharashtra,Kolhapur,0 to 2 Post Monsoon (in mbgl)
2020-21,Odisha,Jajapur,0 to 2 Post Monsoon (in mbgl)
2021-22,Himachal Pradesh,Una,0 to 2 Post Monsoon (in mbgl)
2019-20,Haryana,Rewari,10 to 20 Post Monsoon (in mbgl)
2019-20,Madhya Pradesh,Jhabua,5 to 10 Post Monsoon (in mbgl)
2021-22,Goa,Tiswadi,2 to 5 Post Monsoon (in mbgl)
2019-20,Telangana,Ranga Reddy,10 to 20 Post Monsoon (in mbgl)
2020-21,Uttarakhand,Nainital,>15 Post Monsoon (in mbgl)
2019-20,Uttar Pradesh,Muzaffarnagar,10 to 20 Post Monsoon (in mbgl)
2019-20,Uttarakhand,Chamoli,10 to 20 Post Monsoon (in mbgl)
2021-22,Maharashtra,Dhule,2 to 5 Post Monsoon (in mbgl)
2019-20,Chhattisgarh,Raipur,2 to 5 Post Monsoon (in mbgl)
2019-20,Gujarat,Mahisagar,2 to 5 Post Monsoon (in mbgl)
2021-22,Gujarat,Junagadh,2 to 5 Post Monsoon (in mbgl)
2020-21,Karnataka,Koppal,2 to 5 Post Monsoon (in mbgl)
2019-20,Rajasthan,Banswara,2 to 5 Post Monsoon (in mbgl)
2021-22,Maharashtra,Jalgaon,2 to 5 Post Monsoon (in mbgl)
2021-22,Uttar Pradesh,Pilibhit,2 to 5 Post Monsoon (in mbgl)
2021-22,Maharashtra,Solapur,2 to 5 Post Monsoon (in mbgl)
2019-20,Jharkhand,West Singhbhum,2 to 5 Post Monsoon (in mbgl)
2019-20,Assam,Chirang,2 to 5 Post Monsoon (in mbgl)
2019-20,Maharashtra,Palghar,2 to 5 Post Monsoon (in mbgl)
2021-22,Himachal Pradesh,Kangra,2 to 5 Post Monsoon (in mbgl)
2021-22,Nagaland,Mon,20 to 40 Post Monsoon (in mbgl)
2019-20,Kerala,Thrissur,5 to 10 Post Monsoon (in mbgl)
2021-22,Uttarakhand,Udham Singh Nagar,2 to 5 Post Monsoon (in mbgl)
2020-21,Maharashtra,Nandurbar,0 to 2 Post Monsoon (in mbgl)
2020-21,Arunachal Pradesh,Kurung Kumey,0 to 2 Post Monsoon (in mbgl)
2021-22,Odisha,Malkangiri,2 to 5 Post Monsoon (in mbgl)
2019-20,Haryana,Kurukshetra,>40 Post Monsoon (in mbgl)
2020-21,Tamil Nadu,Tiruvarur,2 to 5 Post Monsoon (in mbgl)
2019-20,Tripura,Khowai,2 to 5 Post Monsoon (in mbgl)
2021-22,Delhi,North Delhi,5 to 10 Post Monsoon (in mbgl)
2020-21,Telangana,Mahabubabad,2 to 5 Post Monsoon (in mbgl)
2021-22,Bihar,Saran,0 to 2 Post Monsoon (in mbgl)
2020-21,Uttar Pradesh,Kaushambi,10 to 20 Post Monsoon (in mbgl)
2019-20,Rajasthan,Jaipur,>40 Post Monsoon (in mbgl)
2019-20,Uttar Pradesh,Rae Bareli,2 to 5 Post Monsoon (in mbgl)
2020-21,Goa,Ponda,10 to 20 Post Monsoon (in mbgl)
2020-21,Uttar Pradesh,Bulandshahr,10 to 20 Post Monsoon (in mbgl)
2020-21,Kerala,Kasaragod,5 to 10 Post Monsoon (in mbgl)
2019-20,Jharkhand,East Singhbhum,2 to 5 Post Monsoon (in mbgl)
2021-22,Arunachal Pradesh,Kra Daadi,0 to 2 Post Monsoon (in mbgl)
2021-22,Arunachal Pradesh,Shi Yomi,5 to 10 Post Monsoon (in mbgl)
2021-22,Uttar Pradesh,Ballia,0 to 2 Post Monsoon (in mbgl)
2019-20,Rajasthan,Barmer,>40 Post Monsoon (in mbgl)
2019-20,Gujarat,Gir Somnath,5 to 10 Post Monsoon (in mbgl)
2019-20,Delhi,East Delhi,5 to 10 Post Monsoon (in mbgl)
2019-20,Madhya Pradesh,Sehore,5 to 10 Post Monsoon (in mbgl)
2019-20,Jharkhand,Kodarma,2 to 5 Post Monsoon (in mbgl)
2020-21,Arunachal Pradesh,Dibang Valley,2 to 5 Post Monsoon (in mbgl)
2020-21,Tripura,Sipahijala,0 to 2 Post Monsoon (in mbgl)
2019-20,Gujarat,Bhavnagar,5 to 10 Post Monsoon (in mbgl)
2019-20,Uttarakhand,Uttarkashi,10 to 20 Post Monsoon (in mbgl)
2021-22,Uttar Pradesh,Bijnor,10 to 20 Post Monsoon (in mbgl)
2019-20,Madhya Pradesh,Jabalpur,2 to 5 Post Monsoon (in mbgl)
2020-21,Punjab,Kapurthala,10 to 20 Post Monsoon (in mbgl)
2020-21,Karnataka,Dharwad,2 to 5 Post Monsoon (in mbgl)
2021-22,Uttarakhand,Pithoragarh,10 to 20 Post Monsoon (in mbgl)
2019-20,Uttar Pradesh,Gautam Buddha Nagar,20 to 40 Post Monsoon (in mbgl)
2021-22,Telangana,Vikarabad,2 to 5 Post Monsoon (in mbgl)
2021-22,Punjab,Mansa,20 to 40 Post Monsoon (in mbgl)
2020-21,Odisha,Kalahandi,0 to 2 Post Monsoon (in mbgl)
2021-22,Punjab,Jalandhar,20 to 40 Post Monsoon (in mbgl)
2020-21,Assam,Cachar,0 to 2 Post Monsoon (in mbgl)
2020-21,Jharkhand,West Singhbhum,2 to 5 Post Monsoon (in mbgl)
2021-22,Jharkhand,Bokaro,0 to 2 Post Monsoon (in mbgl)
2019-20,Chhattisgarh,Sukma,2 to 5 Post Monsoon (in mbgl)
2019-20,Andhra Pradesh,Vizianagaram,0 to 2 Post Monsoon (in mbgl)
2019-20,Chhattisgarh,Balrampur,2 to 5 Post Monsoon (in mbgl)
2019-20,Telangana,Yadadri Bhuvangiri,5 to 10 Post Monsoon (in mbgl)
2020-21,Karnataka,Uttara Kannada,2 to 5 Post Monsoon (in mbgl)
2019-20,Madhya Pradesh,Neemuch,2 to 5 Post Monsoon (in mbgl)
2021-22,Uttar Pradesh,Gorakhpur,2 to 5 Post Monsoon (in mbgl)
2021-22,Jharkhand,Dumka,2 to 5 Post Monsoon (in mbgl)
2019-20,West Bengal,Bardhaman,2 to 5 Post Monsoon (in mbgl)
2020-21,Telangana,Rajanna Sircilla,2 to 5 Post Monsoon (in mbgl)
2019-20,Kerala,Ernakulam,5 to 10 Post Monsoon (in mbgl)
2019-20,Tamil Nadu,Dindigul,5 to 10 Post Monsoon (in mbgl)
2021-22,Kerala,Wayanad,5 to 10 Post Monsoon (in mbgl)
2020-21,Tamil Nadu,Karur,5 to 10 Post Monsoon (in mbgl)
2019-20,Tamil Nadu,Mayiladuthurai,0 to 2 Post Monsoon (in mbgl)
2021-22,Gujarat,Aravalli,5 to 10 Post Monsoon (in mbgl)
2021-22,Madhya Pradesh,Harda,5 to 10 Post Monsoon (in mbgl)
2019-20,Madhya Pradesh,Mandla,2 to 5 Post Monsoon (in mbgl)
2019-20,Bihar,Sheohar,2 to 5 Post Monsoon (in mbgl)
2019-20,Jharkhand,Hazaribagh,5 to 10 Post Monsoon (in mbgl)
2019-20,Karnataka,Gadag,5 to 10 Post Monsoon (in mbgl)
2020-21,Delhi,South Delhi,>40 Post Monsoon (in mbgl)
2020-21,Uttar Pradesh,Hapur,10 to 20 Post Monsoon (in mbgl)
2021-22,Andaman and Nicobar Islands,Middle Andaman,0 to 2 Post Monsoon (in mbgl)
2020-21,Punjab,Ludhiana,20 to 40 Post Monsoon (in mbgl)
2019-20,Uttar Pradesh,Bahraich,2 to 5 Post Monsoon (in mbgl)
2021-22,Rajasthan,Jhalawar,5 to 10 Post Monsoon (in mbgl)
2020-21,Punjab,Fazilka,2 to 5 Post Monsoon (in mbgl)
2019-20,Telangana,Mulugu,2 to 5 Post Monsoon (in mbgl)
2019-20,Uttar Pradesh,Amethi,2 to 5 Post Monsoon (in mbgl)
2020-21,Arunachal Pradesh,West Kameng,0 to 2 Post Monsoon (in mbgl)
2020-21,Jharkhand,Pakur,0 to 2 Post Monsoon (in mbgl)
2019-20,Chhattisgarh,Baloda Bazar,2 to 5 Post Monsoon (in mbgl)
2019-20,Andaman and Nicobar Islands,Neil Island,2 to 5 Post Monsoon (in mbgl)
2020-21,Rajasthan,Alwar,20 to 40 Post Monsoon (in mbgl)
2019-20,Rajasthan,Karauli,10 to 20 Post Monsoon (in mbgl)
2021-22,Bihar,Jamui,2 to 5 Post Monsoon (in mbgl)
2019-20,Assam,Kamrup,2 to 5 Post Monsoon (in mbgl)
2019-20,Meghalaya,West Khasi Hills,0 to 2 Post Monsoon (in mbgl)
2021-22,Kerala,Malappuram,5 to 10 Post Monsoon (in mbgl)
2021-22,Tripura,Unakoti,2 to 5 Post Monsoon (in mbgl)
2019-20,Goa,South Goa,2 to 5 Post Monsoon (in mbgl)
2019-20,Jharkhand,Dhanbad,5 to 10 Post Monsoon (in mbgl)
2019-20,Meghalaya,South West Garo Hills,2 to 5 Post Monsoon (in mbgl)
2019-20,Madhya Pradesh,Raisen,5 to 10 Post Monsoon (in mbgl)
2019-20,Tamil Nadu,Dharmapuri,10 to 20 Post Monsoon (in mbgl)
2020-21,Bihar,East Champaran,2 to 5 Post Monsoon (in mbgl)
2020-21,Chhattisgarh,Rajnandgaon,2 to 5 Post Monsoon (in mbgl)
2019-20,Odisha,Gajapati,2 to 5 Post Monsoon (in mbgl)
2021-22,Odisha,Mayurbhanj,2 to 5 Post Monsoon (in mbgl)
2020-21,Gujarat,Dang,0 to 2 Post Monsoon (in mbgl)
2020-21,Odisha,Bargarh,0 to 2 Post Monsoon (in mbgl)
2019-20,Haryana,Sonipat,5 to 10 Post Monsoon (in mbgl)
2020-21,Madhya Pradesh,Barwani,2 to 5 Post Monsoon (in mbgl)
2020-21,Arunachal Pradesh,Lower Subansiri,0 to 2 Post Monsoon (in mbgl)
2021-22,Jharkhand,West Singhbhum,2 to 5 Post Monsoon (in mbgl)
2020-21,Assam,West Karbi Anglong,2 to 5 Post Monsoon (in mbgl)
2020-21,Uttar Pradesh,Meerut,5 to 10 Post Monsoon (in mbgl)
2020-21,Haryana,Charkhi Dadri,>40 Post Monsoon (in mbgl)
2020-21,Uttar Pradesh,Kasganj,5 to 10 Post Monsoon (in mbgl)
2020-21,Haryana,Panipat,20 to 40 Post Monsoon (in mbgl)
2021-22,Nagaland,Kiphire,20 to 40 Post Monsoon (in mbgl)
2019-20,Madhya Pradesh,Seoni,5 to 10 Post Monsoon (in mbgl)
2019-20,Andaman and Nicobar Islands,Middle Andaman,0 to 2 Post Monsoon (in mbgl)
2019-20,Maharashtra,Wardha,2 to 5 Post Monsoon (in mbgl)
2021-22,Assam,Sivasagar,2 to 5 Post Monsoon (in mbgl)
2019-20,Arunachal Pradesh,Upper Siang,5 to 10 Post Monsoon (in mbgl)
2021-22,Rajasthan,Mahi Banswara,2 to 5 Post Monsoon (in mbgl)
2021-22,Odisha,Kendrapara,2 to 5 Post Monsoon (in mbgl)
2020-21,Odisha,Bhadrak,0 to 2 Post Monsoon (in mbgl)
2020-21,West Bengal,Paschim Barddhaman,0 to 2 Post Monsoon (in mbgl)
2019-20,Gujarat,Kachchh,10 to 20 Post Monsoon (in mbgl)
2021-22,Haryana,Panipat,20 to 40 Post Monsoon (in mbgl)
2021-22,Delhi,North-East Delhi,5 to 10 Post Monsoon (in mbgl)
2019-20,Odisha,Baleshwar,2 to 5 Post Monsoon (in mbgl)
2021-22,Maharashtra,Wardha,2 to 5 Post Monsoon (in mbgl)
2020-21,Gujarat,Valsad,5 to 10 Post Monsoon (in mbgl)
2019-20,Tamil Nadu,Krishnagiri,5 to 10 Post Monsoon (in mbgl)
2020-21,Assam,Tinsukia,2 to 5 Post Monsoon (in mbgl)
2021-22,Jammu and Kashmir,Kishtwar,10 to 20 Post Monsoon (in mbgl)
2021-22,Jharkhand,Chatra,5 to 10 Post Monsoon (in mbgl)
2019-20,Madhya Pradesh,Khandwa,2 to 5 Post Monsoon (in mbgl)
2021-22,Chhattisgarh,Kondagaon,2 to 5 Post Monsoon (in mbgl)
2021-22,Jharkhand,Jamtara,2 to 5 Post Monsoon (in mbgl)
2020-21,Andhra Pradesh,Nellore,2 to 5 Post Monsoon (in mbgl)
2019-20,Uttar Pradesh,Budaun,10 to 20 Post Monsoon (in mbgl)
2019-20,Andhra Pradesh,Nellore,2 to 5 Post Monsoon (in mbgl)
2020-21,Chhattisgarh,Bijapur,2 to 5 Post Monsoon (in mbgl)
2021-22,Bihar,Kishanganj,2 to 5 Post Monsoon (in mbgl)
2021-22,Kerala,Kasaragod,5 to 10 Post Monsoon (in mbgl)
2021-22,Uttar Pradesh,Unnao,0 to 2 Post Monsoon (in mbgl)
2021-22,Madhya Pradesh,Gwalior,10 to 20 Post Monsoon (in mbgl)
2021-22,Bihar,Rohtas,2 to 5 Post Monsoon (in mbgl)
2020-21,Bihar,Banka,2 to 5 Post Monsoon (in mbgl)
2020-21,Himachal Pradesh,Solan,10 to 20 Post Monsoon (in mbgl)
2020-21,Maharashtra,Jalgaon,0 to 2 Post Monsoon (in mbgl)
2019-20,Gujarat,Sabarkantha,5 to 10 Post Monsoon (in mbgl)
2019-20,Tripura,Gomati,2 to 5 Post Monsoon (in mbgl)
2019-20,Tamil Nadu,Sivaganga,5 to 10 Post Monsoon (in mbgl)
2020-21,Madhya Pradesh,Rewa,5 to 10 Post Monsoon (in mbgl)
2019-20,Tamil Nadu,Ariyalur,0 to 2 Post Monsoon (in mbgl)
2020-21,Kerala,Malappuram,5 to 10 Post Monsoon (in mbgl)
2019-20,Uttar Pradesh,Kushinagar,2 to 5 Post Monsoon (in mbgl)
2020-21,Uttar Pradesh,Pilibhit,2 to 5 Post Monsoon (in mbgl)
2021-22,Haryana,Charkhi Dadri,10 to 20 Post Monsoon (in mbgl)
2020-21,Andaman and Nicobar Islands,Neil Island,2 to 5 Post Monsoon (in mbgl)
2021-22,Uttar Pradesh,Jalaun,5 to 10 Post Monsoon (in mbgl)
2019-20,Maharashtra,Hingoli,5 to 10 Post Monsoon (in mbgl)
2019-20,Telangana,Suryapet,5 to 10 Post Monsoon (in mbgl)
2020-21,Assam,South Salmara Mankachar,0 to 2 Post Monsoon (in mbgl)
2020-21,Bihar,Rohtas,2 to 5 Post Monsoon (in mbgl)
2021-22,Uttar Pradesh,Lalitpur,5 to 10 Post Monsoon (in mbgl)
2019-20,Andhra Pradesh,Krishna,0 to 2 Post Monsoon (in mbgl)
2019-20,Tamil Nadu,Tirunelveli,2 to 5 Post Monsoon (in mbgl)
2019-20,Assam,West Karbi Anglong,2 to 5 Post Monsoon (in mbgl)
2021-22,Bihar,Darbhanga,0 to 2 Post Monsoon (in mbgl)
2021-22,Bihar,Jehanabad,2 to 5 Post Monsoon (in mbgl)
2021-22,Madhya Pradesh,Betul,5 to 10 Post Monsoon (in mbgl)
2020-21,Maharashtra,Nanded,2 to 5 Post Monsoon (in mbgl)
2021-22,Rajasthan,Baran,2 to 5 Post Monsoon (in mbgl)
2021-22,Madhya Pradesh,Ratlam,5 to 10 Post Monsoon (in mbgl)
2019-20,Gujarat,Botad,5 to 10 Post Monsoon (in mbgl)
2020-21,Daman and Diu,Diu,5 to 10 Post Monsoon (in mbgl)
2019-20,Tamil Nadu,Coimbatore,2 to 5 Post Monsoon (in mbgl)
2021-22,Gujarat,Anand,2 to 5 Post Monsoon (in mbgl)
2021-22,Gujarat,Kachchh,10 to 20 Post Monsoon (in mbgl)
2021-22,West Bengal,Dakshin Dinajpur,2 to 5 Post Monsoon (in mbgl)
2019-20,Assam,Hojai,2 to 5 Post Monsoon (in mbgl)
2019-20,Daman and Diu,Daman,0 to 2 Post Monsoon (in mbgl)
2021-22,Rajasthan,Sawai Madhopur,5 to 10 Post Monsoon (in mbgl)
2019-20,Madhya Pradesh,Barwani,5 to 10 Post Monsoon (in mbgl)
2021-22,Bihar,Saharsa,2 to 5 Post Monsoon (in mbgl)
2020-21,Uttar Pradesh,Azamgarh,2 to 5 Post Monsoon (in mbgl)
2019-20,Haryana,Rohtak,0 to 2 Post Monsoon (in mbgl)
2019-20,Goa,Ponda,5 to 10 Post Monsoon (in mbgl)
2020-21,Telangana,Kamareddy,2 to 5 Post Monsoon (in mbgl)
2019-20,Jharkhand,Dumka,2 to 5 Post Monsoon (in mbgl)
2020-21,Punjab,Barnala,20 to 40 Post Monsoon (in mbgl)
2021-22,Assam,Morigaon,2 to 5 Post Monsoon (in mbgl)
2021-22,Madhya Pradesh,Khargone,2 to 5 Post Monsoon (in mbgl)
2020-21,Maharashtra,Ahmednagar,2 to 5 Post Monsoon (in mbgl)
2020-21,Karnataka,Ramanagara,2 to 5 Post Monsoon (in mbgl)
2019-20,West Bengal,Paschim Medinipur,2 to 5 Post Monsoon (in mbgl)
2019-20,West Bengal,Alipurduar,2 to 5 Post Monsoon (in mbgl)
2019-20,Madhya Pradesh,Gwalior,10 to 20 Post Monsoon (in mbgl)
2019-20,Himachal Pradesh,Bilaspur,2 to 5 Post Monsoon (in mbgl)
2019-20,Uttar Pradesh,Basti,2 to 5 Post Monsoon (in mbgl)
2020-21,Karnataka,Chitradurga,2 to 5 Post Monsoon (in mbgl)
2021-22,Tamil Nadu,Thoothukudi,2 to 5 Post Monsoon (in mbgl)
2020-21,Assam,Nalbari,2 to 5 Post Monsoon (in mbgl)
2019-20,Kerala,Alappuzha,0 to 2 Post Monsoon (in mbgl)
2019-20,Haryana,Panipat,10 to 20 Post Monsoon (in mbgl)
2021-22,Telangana,Bhadradri Kothagudem,2 to 5 Post Monsoon (in mbgl)
2020-21,Tripura,Unakoti,2 to 5 Post Monsoon (in mbgl)
2019-20,Chhattisgarh,Surajpur,2 to 5 Post Monsoon (in mbgl)
2019-20,Uttar Pradesh,Saharanpur,5 to 10 Post Monsoon (in mbgl)
2021-22,Assam,Dibrugarh,2 to 5 Post Monsoon (in mbgl)
2020-21,Madhya Pradesh,Dhar,2 to 5 Post Monsoon (in mbgl)
2021-22,Tamil Nadu,Vellore,2 to 5 Post Monsoon (in mbgl)
2019-20,Madhya Pradesh,Narsinghpur,5 to 10 Post Monsoon (in mbgl)
2021-22,Kerala,Thiruvananthapuram,2 to 5 Post Monsoon (in mbgl)
2019-20,Telangana,Bhadradri Kothagudem,2 to 5 Post Monsoon (in mbgl)
2021-22,Madhya Pradesh,Sidhi,5 to 10 Post Monsoon (in mbgl)
2019-20,Uttar Pradesh,Hamirpur,10 to 20 Post Monsoon (in mbgl)
2020-21,Uttar Pradesh,Auraiya,5 to 10 Post Monsoon (in mbgl)
2019-20,Karnataka,Belgaum,2 to 5 Post Monsoon (in mbgl)
2020-21,Jharkhand,East Singhbhum,0 to 2 Post Monsoon (in mbgl)
2021-22,Uttarakhand,Uttarkashi,>15 Post Monsoon (in mbgl)
2020-21,Assam,Bongaigaon,0 to 2 Post Monsoon (in mbgl)
2021-22,Goa,Ponda,5 to 10 Post Monsoon (in mbgl)
2020-21,Haryana,Rohtak,2 to 5 Post Monsoon (in mbgl)
2019-20,Uttar Pradesh,Deoria,2 to 5 Post Monsoon (in mbgl)
2020-21,Nagaland,Kiphire,20 to 40 Post Monsoon (in mbgl)
2021-22,Punjab,Hoshiarpur,20 to 40 Post Monsoon (in mbgl)
2019-20,Gujarat,Kheda,2 to 5 Post Monsoon (in mbgl)
2019-20,Madhya Pradesh,Harda,5 to 10 Post Monsoon (in mbgl)
2021-22,Haryana,Fatehabad,>40 Post Monsoon (in mbgl)
2019-20,Telangana,Nagarkurnool,10 to 20 Post Monsoon (in mbgl)
2020-21,West Bengal,Birbhum,2 to 5 Post Monsoon (in mbgl)
2020-21,Madhya Pradesh,Panna,2 to 5 Post Monsoon (in mbgl)
2021-22,Bihar,West Champaran,2 to 5 Post Monsoon (in mbgl)
2020-21,Tamil Nadu,Cuddalore,2 to 5 Post Monsoon (in mbgl)
2021-22,Haryana,Ambala,10 to 20 Post Monsoon (in mbgl)
2020-21,Nagaland,Peren,2 to 5 Post Monsoon (in mbgl)
2020-21,Punjab,Pathankot,2 to 5 Post Monsoon (in mbgl)
2020-21,Uttarakhand,Bageshwar,10 to 20 Post Monsoon (in mbgl)
2019-20,Bihar,Gopalganj,2 to 5 Post Monsoon (in mbgl)
2020-21,Karnataka,Mandya,2 to 5 Post Monsoon (in mbgl)
2020-21,Haryana,Gurgaon/Gururgram,20 to 40 Post Monsoon (in mbgl)
2019-20,Bihar,Arwal,2 to 5 Post Monsoon (in mbgl)
2019-20,Nagaland,Zunheboto,0 to 2 Post Monsoon (in mbgl)
2021-22,Meghalaya,South West Khasi Hills,0 to 2 Post Monsoon (in mbgl)
2019-20,Assam,Biswanath,0 to 2 Post Monsoon (in mbgl)
2021-22,Maharashtra,Akola,2 to 5 Post Monsoon (in mbgl)
2021-22,Haryana,Rohtak,10 to 20 Post Monsoon (in mbgl)
2019-20,Goa,Bardez,2 to 5 Post Monsoon (in mbgl)
2019-20,Uttarakhand,Haridwar,2 to 5 Post Monsoon (in mbgl)
2019-20,Madhya Pradesh,Sagar,5 to 10 Post Monsoon (in mbgl)
2020-21,West Bengal,Purba Medinipur,10 to 20 Post Monsoon (in mbgl)
